student_id,department,semester,cgpa,tenth_pct,twelfth_pct,backlogs,projects_count,internships_count,open_source_contributions,aptitude_score,soft_skill_rating,hackathons_attended,leadership_roles,known_languages,certifications,target_role,placement_probability_label
STU_0386,CIVIL,5,6.33,84.31,78.85,0,2,0,0,42.69,6.98,1,0,SQL|C++,Azure,Data Analyst,91.58
STU_0387,MECH,4,7.68,91.96,89.24,0,1,0,0,68.59,1.39,0,0,C++|Go|JavaScript,,Full-Stack Developer,88.35
STU_0388,ISE,4,7.78,78.55,68.22,1,2,1,0,72.85,10.0,1,0,JavaScript|SQL,AWS|Azure|Data Science,QA Specialist,100.0
STU_0389,CIVIL,3,7.5,61.99,81.03,0,3,1,0,78.55,7.35,1,0,C++|Java,Data Science|Cybersecurity|Azure,Cloud/DevOps Engineer,100.0
STU_0390,ECE,4,5.65,68.37,69.76,0,0,0,1,72.46,5.61,0,0,JavaScript|Java,AWS|Full-Stack|DBMS,Data Analyst,80.47
STU_0391,CSE,6,4.66,75.34,71.95,0,1,1,0,72.97,9.39,1,0,C++|Python,AWS,Full-Stack Developer,100.0
STU_0392,CIVIL,5,7.26,77.54,91.3,0,1,0,2,50.23,5.98,1,0,Python|Java|Go,,Full-Stack Developer,100.0
STU_0393,CIVIL,3,6.68,78.73,73.12,0,2,0,0,63.43,6.7,2,1,C++,AWS|DBMS|Azure,Data Analyst,100.0
STU_0394,ECE,6,7.71,82.31,82.16,0,3,0,1,42.39,5.77,0,1,C++|Python,DBMS,Full-Stack Developer,95.66
STU_0395,MECH,8,7.97,79.51,61.16,1,1,0,1,34.95,8.98,2,0,SQL,Cybersecurity|AWS|DBMS,Full-Stack Developer,100.0
STU_0396,ISE,5,7.35,90.39,94.76,0,2,2,0,76.11,6.34,2,1,C++|Java,,Data Analyst,100.0
STU_0397,CIVIL,4,8.04,76.59,83.42,1,4,0,0,53.7,6.72,1,0,Python|Java|SQL,Full-Stack,Full-Stack Developer,94.12
STU_0398,ISE,4,7.45,75.1,76.36,0,1,2,1,78.09,8.31,1,1,Go,DSA,Data Analyst,100.0
STU_0399,ISE,5,7.78,85.83,83.18,2,3,1,0,81.63,7.38,1,0,Java,,QA Specialist,100.0
STU_0400,ECE,4,6.42,69.71,65.31,2,4,0,0,55.71,6.42,2,0,Java|C++,,QA Specialist,82.79
STU_0401,ISE,8,7.0,85.12,88.64,0,2,0,1,73.85,8.17,2,0,JavaScript,,Full-Stack Developer,100.0
STU_0402,MECH,8,7.42,82.82,75.08,2,1,0,1,55.08,10.0,0,0,Python,DSA|AWS,Cloud/DevOps Engineer,93.77
STU_0403,MECH,5,8.1,80.82,76.16,0,4,1,0,37.31,6.98,0,0,Python,Full-Stack|Cybersecurity|Azure,QA Specialist,100.0
STU_0404,ECE,8,6.77,94.71,73.58,1,5,0,2,66.85,6.68,0,1,Go|SQL,Data Science|Full-Stack,Cloud/DevOps Engineer,100.0
STU_0405,MECH,8,7.77,77.02,72.77,1,2,0,0,57.94,6.76,0,0,Go|C++|SQL,,Data Analyst,81.22
STU_0406,ECE,3,6.91,98.48,84.25,2,3,0,0,58.4,8.47,1,0,SQL|JavaScript,DBMS|DSA|Full-Stack,Data Analyst,100.0
STU_0407,CIVIL,5,7.07,80.2,80.3,2,3,0,0,94.63,5.6,1,1,Go|SQL|Java,,Full-Stack Developer,74.79
STU_0408,ISE,6,8.11,71.78,83.87,1,1,0,0,42.11,6.08,0,0,Python|Java,,Data Analyst,76.67
STU_0409,MECH,5,5.01,82.56,77.92,1,3,1,2,70.74,4.19,3,0,Go,,QA Specialist,85.64
STU_0410,ECE,5,5.77,73.39,82.62,2,3,1,0,50.08,4.72,0,3,Python,Data Science|DSA|AWS,Cloud/DevOps Engineer,89.37
STU_0411,CIVIL,5,5.57,75.99,74.23,0,1,2,0,78.62,5.72,1,0,JavaScript|Go|Java,Full-Stack,Data Analyst,96.71
STU_0412,ISE,7,4.63,85.18,98.07,0,1,0,0,69.48,6.42,0,0,SQL,,Full-Stack Developer,64.75
STU_0413,CSE,4,6.45,86.44,63.89,1,2,1,0,70.69,9.15,3,0,C++|Python|SQL,Cybersecurity|DSA,QA Specialist,100.0
STU_0414,CIVIL,6,8.02,77.02,89.35,0,1,1,2,50.83,7.3,1,1,SQL|C++,Azure|Cybersecurity|AWS,Full-Stack Developer,100.0
STU_0415,CIVIL,4,6.89,89.9,90.31,2,6,0,1,53.52,5.13,2,0,Go|JavaScript|C++,AWS|DSA,Cloud/DevOps Engineer,98.75
STU_0416,MECH,8,7.42,91.26,70.33,0,4,1,1,78.91,5.41,0,2,Python|C++|Java,AWS|Cybersecurity|Data Science,Data Analyst,100.0
STU_0417,ECE,3,8.4,93.49,98.06,2,5,0,0,91.56,8.56,5,1,Python|JavaScript,Azure,Data Analyst,100.0
STU_0418,ECE,3,8.66,86.24,86.96,0,1,2,1,72.2,8.19,0,0,JavaScript|Go|Java,,Full-Stack Developer,100.0
STU_0419,MECH,3,7.12,92.91,86.74,0,1,0,0,51.54,6.54,1,0,SQL|JavaScript|Python,Cybersecurity,Data Analyst,87.02
STU_0420,MECH,5,8.69,66.95,78.25,0,4,0,0,70.08,5.84,0,2,Python|Java,DSA,Cloud/DevOps Engineer,100.0
STU_0421,ISE,6,7.3,79.46,76.04,1,5,0,1,100.0,8.19,1,0,Go|Java|SQL,Cybersecurity,Data Analyst,100.0
STU_0422,CSE,8,6.28,75.06,76.12,0,3,1,0,66.54,5.01,2,0,Go|Python,Data Science|DSA|Full-Stack,Full-Stack Developer,100.0
STU_0423,CSE,5,6.55,82.95,81.51,3,3,0,0,86.93,7.09,1,0,C++|SQL|Go,Azure,Data Analyst,83.96
STU_0424,ISE,4,5.57,77.43,90.61,1,2,1,1,53.9,9.91,0,1,C++,,Full-Stack Developer,88.56
STU_0425,MECH,5,6.22,80.67,79.63,0,3,1,0,64.37,6.81,0,1,Python|C++|JavaScript,Full-Stack|DBMS|Data Science,Data Analyst,100.0
STU_0426,ECE,3,6.81,97.06,69.8,1,3,0,1,74.29,5.34,0,0,Python|SQL,,QA Specialist,93.77
STU_0427,MECH,5,8.08,80.64,85.42,3,2,1,1,70.96,7.12,0,0,Go,Full-Stack|Cybersecurity|AWS,QA Specialist,100.0
STU_0428,ECE,7,9.09,85.31,86.29,0,2,0,1,53.5,5.79,0,1,Java,,QA Specialist,100.0
STU_0429,ISE,3,5.68,80.14,83.89,0,2,0,0,52.86,4.41,0,0,Python,Cybersecurity,Full-Stack Developer,78.35
STU_0430,MECH,7,7.63,82.61,84.71,0,0,1,0,79.82,7.55,0,0,C++|JavaScript,,Data Analyst,100.0
STU_0431,MECH,4,6.06,82.05,75.56,0,1,0,3,82.87,8.18,1,2,Java|C++,,Full-Stack Developer,92.96
STU_0432,CIVIL,7,7.72,85.59,69.64,0,3,2,0,87.68,6.03,0,0,Python|SQL,Azure|Data Science|Full-Stack,Data Analyst,100.0
STU_0433,CIVIL,7,7.06,91.32,70.19,1,1,1,1,92.06,5.93,1,1,JavaScript,,Cloud/DevOps Engineer,97.35
STU_0434,ISE,7,5.19,95.18,63.28,1,4,1,0,67.02,5.06,1,1,Python|Go,DSA|Cybersecurity,QA Specialist,100.0
STU_0435,MECH,7,8.22,84.48,80.13,0,0,0,1,60.33,6.28,1,0,JavaScript|C++,DBMS,Data Analyst,94.32
STU_0436,ISE,7,6.53,86.72,77.25,0,3,0,0,85.26,5.66,2,2,Go|JavaScript|Python,,Full-Stack Developer,100.0
STU_0437,CIVIL,4,6.61,72.79,74.04,0,2,0,1,75.7,4.98,0,0,JavaScript,Cybersecurity,Data Analyst,94.18
STU_0438,MECH,3,6.02,81.3,51.4,0,2,1,0,50.26,9.34,0,3,SQL|JavaScript,Cybersecurity|Full-Stack|DBMS,Data Analyst,100.0
STU_0439,CIVIL,5,6.48,89.52,66.77,1,1,0,0,49.5,7.2,1,0,SQL|Python|JavaScript,Cybersecurity|DBMS,Cloud/DevOps Engineer,84.29
STU_0440,ISE,6,7.67,88.93,88.09,0,1,1,1,72.38,7.36,0,2,SQL|JavaScript,Full-Stack|Data Science,Full-Stack Developer,100.0
STU_0441,CSE,6,6.99,83.69,72.02,1,2,1,1,62.34,7.83,1,0,Python,DBMS|Azure|Cybersecurity,Cloud/DevOps Engineer,100.0
STU_0442,CSE,7,7.56,89.09,81.25,1,2,0,0,64.6,7.66,0,0,JavaScript|Python,Azure|Data Science,Data Analyst,89.59
STU_0443,ECE,4,7.6,85.93,65.48,1,1,0,0,81.09,5.88,1,0,JavaScript,,Cloud/DevOps Engineer,72.61
STU_0444,CIVIL,8,8.65,91.6,90.95,0,1,2,0,76.39,6.91,3,1,SQL|Python|Go,Azure|Data Science|DBMS,QA Specialist,100.0
STU_0445,MECH,5,6.82,84.31,76.7,2,1,1,0,84.95,6.1,0,1,Java|C++,Cybersecurity|DSA|Data Science,Full-Stack Developer,100.0
STU_0446,CIVIL,4,5.58,79.15,80.61,1,2,1,0,36.03,7.16,2,1,JavaScript|C++|Go,DSA|AWS|Full-Stack,QA Specialist,100.0
STU_0447,ECE,7,8.37,84.69,98.93,0,1,0,1,68.8,7.01,0,1,Python|C++|Java,,Full-Stack Developer,97.57
STU_0448,CIVIL,3,6.84,58.56,91.65,0,5,0,1,75.42,5.93,0,0,Go,,QA Specialist,100.0
STU_0449,CIVIL,5,8.43,85.06,75.24,1,0,0,0,42.1,4.51,0,0,Java|SQL,,Data Analyst,71.12
STU_0450,ISE,7,7.62,52.81,72.66,1,1,1,0,55.18,6.72,0,0,C++|Java,AWS|Data Science,Cloud/DevOps Engineer,100.0
STU_0451,CIVIL,7,7.06,68.21,75.07,2,0,2,0,52.39,6.19,0,2,Go|Java|C++,,QA Specialist,93.72
STU_0452,CSE,4,7.58,85.61,82.59,0,1,1,0,65.33,3.66,1,1,C++,DSA|AWS|DBMS,Cloud/DevOps Engineer,100.0
STU_0453,ECE,3,9.35,85.82,77.05,0,1,0,0,89.42,7.26,2,1,SQL|Python,DBMS|Full-Stack,Data Analyst,100.0
STU_0454,ECE,3,9.48,72.7,74.44,1,3,0,0,95.34,7.95,1,0,C++,DSA|Full-Stack,QA Specialist,100.0
STU_0455,ISE,3,7.28,76.3,91.2,1,2,0,0,52.79,10.0,0,0,Python|Java,Full-Stack|DBMS,Data Analyst,99.98
STU_0456,CIVIL,7,7.38,92.96,76.97,1,1,1,0,72.9,5.91,2,0,Go|Java,,Cloud/DevOps Engineer,90.58
STU_0457,MECH,7,8.38,78.13,98.7,2,2,0,1,73.38,5.69,2,0,Python,Cybersecurity|DSA,Cloud/DevOps Engineer,100.0
STU_0458,CSE,6,6.27,99.94,78.82,1,1,0,0,70.81,4.84,2,1,Java|Python,,Data Analyst,70.11
STU_0459,CSE,6,7.57,81.98,94.07,1,2,0,0,70.98,6.81,3,0,Python,,Full-Stack Developer,93.33
STU_0460,CSE,4,7.17,85.26,81.22,2,1,1,1,69.56,6.8,1,0,Go,Cybersecurity|DSA,Data Analyst,90.69
STU_0461,ISE,4,7.55,94.93,86.67,0,2,1,0,90.31,5.28,2,1,Python|Java|C++,Data Science|Cybersecurity,QA Specialist,100.0
STU_0462,CSE,3,6.28,83.05,71.48,0,6,1,1,81.54,6.24,1,1,Python|Go|C++,,Cloud/DevOps Engineer,100.0
STU_0463,ISE,7,5.45,73.98,70.32,1,4,1,0,49.1,3.53,0,0,JavaScript,DSA|AWS,Cloud/DevOps Engineer,93.87
STU_0464,MECH,3,4.92,81.12,82.14,0,1,0,0,76.94,7.89,0,0,Java,DSA,Data Analyst,74.11
STU_0465,CIVIL,3,5.97,81.72,86.9,0,4,1,2,78.39,5.34,0,0,SQL,,Cloud/DevOps Engineer,100.0
STU_0466,MECH,7,6.7,71.08,78.36,0,3,0,0,69.72,6.45,1,0,SQL|JavaScript,,Data Analyst,84.9
STU_0467,ECE,6,6.88,79.95,66.42,0,1,1,0,81.97,4.36,1,1,Python|Go|SQL,Azure,Full-Stack Developer,92.1
STU_0468,MECH,5,9.33,76.06,65.76,0,2,2,0,67.82,5.63,2,0,Java|SQL|Python,DSA|Full-Stack|AWS,Full-Stack Developer,100.0
STU_0469,CIVIL,4,8.42,89.39,65.16,2,6,1,3,68.01,6.08,3,0,Go,DSA,Data Analyst,100.0
STU_0470,CSE,3,6.14,82.28,62.09,2,5,2,2,66.82,6.48,0,0,Go|Python|SQL,Azure,Cloud/DevOps Engineer,100.0
STU_0471,CIVIL,5,7.58,79.74,78.99,0,1,0,1,34.73,7.22,0,0,C++|Python|Go,Data Science,Data Analyst,90.15
STU_0472,MECH,5,6.75,81.15,88.13,0,4,1,1,63.79,8.66,1,1,Python,Data Science|Azure|AWS,Full-Stack Developer,100.0
STU_0473,ISE,6,6.89,83.78,77.88,0,3,1,0,54.98,7.6,1,1,C++,DSA|Data Science|Cybersecurity,Data Analyst,100.0
STU_0474,ECE,3,7.4,86.93,57.66,2,0,0,3,47.2,7.94,1,0,Python|Java,AWS,Data Analyst,92.52
STU_0475,ECE,4,7.88,74.0,76.28,1,3,1,0,86.51,8.67,3,0,C++,Full-Stack|Azure,Cloud/DevOps Engineer,100.0
STU_0476,CSE,3,6.83,73.67,76.53,1,2,0,0,72.56,7.35,2,1,SQL,,Data Analyst,99.7
STU_0477,ISE,5,8.37,90.84,96.86,0,4,1,1,64.55,6.44,2,1,Java|Go,,Data Analyst,100.0
STU_0478,ISE,4,5.94,78.7,64.89,0,1,0,1,56.53,8.01,0,0,Python,DBMS,Full-Stack Developer,72.92
STU_0479,CSE,4,7.21,70.67,74.48,2,1,0,0,69.44,8.11,1,1,JavaScript,Cybersecurity,Cloud/DevOps Engineer,80.09
STU_0480,ECE,6,10.0,85.55,93.35,0,3,0,1,79.87,7.47,1,0,Java|JavaScript,,QA Specialist,100.0
STU_0481,ECE,5,7.45,85.71,82.05,0,3,0,1,52.6,4.32,0,0,Python,,Cloud/DevOps Engineer,87.32
STU_0482,ISE,4,8.78,69.75,83.07,1,4,0,0,64.93,5.24,1,1,JavaScript|Go|SQL,,Data Analyst,98.67
STU_0483,CSE,7,7.3,83.84,79.03,3,2,0,0,78.02,6.09,0,1,JavaScript|Go|Python,DSA|Data Science,Data Analyst,77.61
STU_0484,CIVIL,5,7.84,87.88,80.97,0,5,0,1,35.96,7.67,1,0,SQL|Java|Go,,Data Analyst,100.0
STU_0485,MECH,5,7.14,85.0,85.0,1,3,0,1,64.14,6.47,0,0,Java,Full-Stack,Full-Stack Developer,97.59
STU_0486,ECE,5,7.01,87.06,70.71,0,6,1,0,58.56,8.21,1,0,C++|Python|SQL,,Full-Stack Developer,100.0
STU_0487,MECH,3,6.34,70.77,85.9,3,2,0,2,62.99,8.47,1,4,Java|JavaScript,,QA Specialist,81.57
STU_0488,ISE,5,7.67,84.65,65.64,1,5,0,1,57.48,8.3,0,0,SQL|Java,DBMS,QA Specialist,100.0
STU_0489,ISE,6,6.26,79.58,80.96,0,2,2,0,67.06,8.31,2,1,Go|Python|Java,,QA Specialist,100.0
STU_0490,MECH,3,7.93,78.14,79.61,0,5,0,0,93.85,4.94,1,1,JavaScript|Python|Go,,Cloud/DevOps Engineer,100.0
STU_0491,MECH,6,8.39,88.96,72.45,1,0,0,1,60.14,7.22,4,1,JavaScript|Java,Cybersecurity,QA Specialist,87.06
STU_0492,MECH,3,7.6,93.83,77.8,1,2,3,0,69.38,5.59,1,0,Go,DBMS,Data Analyst,100.0
STU_0493,ECE,6,6.89,96.35,72.4,0,0,0,1,94.92,4.03,2,0,JavaScript|Java|Python,DBMS|Data Science,Data Analyst,95.67
STU_0494,CSE,3,7.7,92.52,68.35,1,3,0,2,56.75,6.07,0,0,Go|Python|Java,,Full-Stack Developer,100.0
STU_0495,MECH,4,6.86,81.12,74.82,2,3,0,0,92.22,8.49,0,0,JavaScript|Go,,Full-Stack Developer,80.31
STU_0496,MECH,5,8.23,84.82,68.06,1,0,0,1,65.08,7.19,0,0,SQL,DBMS,Cloud/DevOps Engineer,84.87
STU_0497,ECE,6,5.19,88.13,80.91,3,1,1,0,91.73,9.53,0,0,SQL|Go|C++,Cybersecurity|Azure|DBMS,Full-Stack Developer,92.56
STU_0498,ISE,7,6.83,82.97,67.65,0,2,1,2,76.25,6.77,3,0,C++|JavaScript,,QA Specialist,100.0
STU_0499,CIVIL,5,5.01,83.05,84.41,2,3,0,0,69.61,10.0,1,0,JavaScript,,QA Specialist,81.18
STU_0500,ISE,3,5.56,88.59,67.37,1,1,2,1,64.02,6.77,4,1,JavaScript,AWS|DSA|Cybersecurity,Data Analyst,100.0
